creator,title,link,pubDate,author,content:encoded,content:encodedSnippet,enclosure.url,enclosure.length,enclosure.type,content,contentSnippet,guid,isoDate,itunes.author,itunes.summary,itunes.explicit,itunes.duration,itunes.episode,itunes.keywords,itunes.episodeType,itunes.image
Bronson Walker,Sorting out Perspectives Within Our Fiction Story | <3 #132 CHATGPT,https://share.transistor.fm/s/af8f8ee0,"Wed, 02 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>Chat comes up with an intriguing idea for a 2nd perspective to tell our story from. Then we push into brainstorming about the younger daughter's current life and what scene 3 should be. </p>
      ",Chat comes up with an intriguing idea for a 2nd perspective to tell our story from. Then we push into brainstorming about the younger daughter's current life and what scene 3 should be.,https://media.transistor.fm/af8f8ee0/330f612f.mp3,39077045,audio/mpeg,"
        <p>Chat comes up with an intriguing idea for a 2nd perspective to tell our story from. Then we push into brainstorming about the younger daughter's current life and what scene 3 should be. </p>
      ",Chat comes up with an intriguing idea for a 2nd perspective to tell our story from. Then we push into brainstorming about the younger daughter's current life and what scene 3 should be.,7cb01e16-7ddf-4fbe-9bb8-c27f80e5ff39,2025-07-02T09:00:00.000Z,Bronson Walker,"
        <p>Chat comes up with an intriguing idea for a 2nd perspective to tell our story from. Then we push into brainstorming about the younger daughter's current life and what scene 3 should be. </p>
      ",No,2438,132,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,"The Capabilities of Carol's AI-Powered, Real-Time Intelligence Gathering School Bus | <3 #131 CHATGPT",https://share.transistor.fm/s/4a41f6f7,"Tue, 01 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>This is a follow up to ep129 where we establish Carol as a freelance frontline journalist that's outfitted a school bus with $685K of the latest drone surveillance tech. She uses it to gather real-time intelligence across large swaths of land. Here we see a bit more of what boots on the ground looks like. </p>
      ",This is a follow up to ep129 where we establish Carol as a freelance frontline journalist that's outfitted a school bus with $685K of the latest drone surveillance tech. She uses it to gather real-time intelligence across large swaths of land. Here we see a bit more of what boots on the ground looks like.,https://media.transistor.fm/4a41f6f7/ec72656d.mp3,43731060,audio/mpeg,"
        <p>This is a follow up to ep129 where we establish Carol as a freelance frontline journalist that's outfitted a school bus with $685K of the latest drone surveillance tech. She uses it to gather real-time intelligence across large swaths of land. Here we see a bit more of what boots on the ground looks like. </p>
      ",This is a follow up to ep129 where we establish Carol as a freelance frontline journalist that's outfitted a school bus with $685K of the latest drone surveillance tech. She uses it to gather real-time intelligence across large swaths of land. Here we see a bit more of what boots on the ground looks like.,9deecfc7-a0fe-4120-8c52-ecd19957e6b3,2025-07-01T09:00:00.000Z,Bronson Walker,"
        <p>This is a follow up to ep129 where we establish Carol as a freelance frontline journalist that's outfitted a school bus with $685K of the latest drone surveillance tech. She uses it to gather real-time intelligence across large swaths of land. Here we see a bit more of what boots on the ground looks like. </p>
      ",No,2729,131,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/Z_2bXE_h1yafiS-P4Lpi3h7u5AG2B1EC1sb9OMDII5Q/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9hMWMx/NDViNjViMjQ0ZjYx/YWVhYmY5ODVmYmZl/MjAyZS5wbmc.jpg
Bronson Walker,When Conscription Becomes Forced Labor | <3 #130 COPILOT/GEMINI,https://share.transistor.fm/s/b19355f7,"Mon, 30 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>Copilot teaches us about the boundaries that separates conscription, forced labor &amp; slavery. Then it craps out and needs to be relieved by Gemini. </p>
      ","Copilot teaches us about the boundaries that separates conscription, forced labor & slavery. Then it craps out and needs to be relieved by Gemini.",https://media.transistor.fm/b19355f7/d7d719f8.mp3,31734340,audio/mpeg,"
        <p>Copilot teaches us about the boundaries that separates conscription, forced labor &amp; slavery. Then it craps out and needs to be relieved by Gemini. </p>
      ","Copilot teaches us about the boundaries that separates conscription, forced labor & slavery. Then it craps out and needs to be relieved by Gemini.",5dac4a22-0522-4a0e-a73e-dff60be03f81,2025-06-30T09:00:00.000Z,Bronson Walker,"
        <p>Copilot teaches us about the boundaries that separates conscription, forced labor &amp; slavery. Then it craps out and needs to be relieved by Gemini. </p>
      ",No,1979,130,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,"Using Drones, Cameras, & AI to Surveil a Large Area on a Budget | <3 #129 CHATGPT",https://share.transistor.fm/s/bde2c64b,"Fri, 27 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>It honestly isn't prohibitively expensive to establish an AI-supported, real-time intelligence gathering net of drones and cameras. We introduce Carol the freelance frontline journalist and intelligence consultant.</p>
      ","It honestly isn't prohibitively expensive to establish an AI-supported, real-time intelligence gathering net of drones and cameras. We introduce Carol the freelance frontline journalist and intelligence consultant.",https://media.transistor.fm/bde2c64b/3a5934ec.mp3,62030965,audio/mpeg,"
        <p>It honestly isn't prohibitively expensive to establish an AI-supported, real-time intelligence gathering net of drones and cameras. We introduce Carol the freelance frontline journalist and intelligence consultant.</p>
      ","It honestly isn't prohibitively expensive to establish an AI-supported, real-time intelligence gathering net of drones and cameras. We introduce Carol the freelance frontline journalist and intelligence consultant.",cb42bdb9-6d8d-43e7-9a99-77a3f2be21e3,2025-06-27T09:00:00.000Z,Bronson Walker,"
        <p>It honestly isn't prohibitively expensive to establish an AI-supported, real-time intelligence gathering net of drones and cameras. We introduce Carol the freelance frontline journalist and intelligence consultant.</p>
      ",No,3872,129,"AI, chatgpt, gemini, meta, LLM, grok",full,
Bronson Walker,Skip this Episode | <3 #128 GEMINI,https://share.transistor.fm/s/6854886f,"Thu, 26 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>I really wanted to learn about the slang that they use in con artist movies to describe methods and necessary personnel. But Gemini does a really crap job at bringing us into this world. Maybe we'll try it another time. This episode is just an example of when AI falls short. </p>
      ",I really wanted to learn about the slang that they use in con artist movies to describe methods and necessary personnel. But Gemini does a really crap job at bringing us into this world. Maybe we'll try it another time. This episode is just an example of when AI falls short.,https://media.transistor.fm/6854886f/a950d40a.mp3,20876985,audio/mpeg,"
        <p>I really wanted to learn about the slang that they use in con artist movies to describe methods and necessary personnel. But Gemini does a really crap job at bringing us into this world. Maybe we'll try it another time. This episode is just an example of when AI falls short. </p>
      ",I really wanted to learn about the slang that they use in con artist movies to describe methods and necessary personnel. But Gemini does a really crap job at bringing us into this world. Maybe we'll try it another time. This episode is just an example of when AI falls short.,82be28f6-8e15-4ea6-a016-a64cc7184d9a,2025-06-26T09:00:00.000Z,Bronson Walker,"
        <p>I really wanted to learn about the slang that they use in con artist movies to describe methods and necessary personnel. But Gemini does a really crap job at bringing us into this world. Maybe we'll try it another time. This episode is just an example of when AI falls short. </p>
      ",No,1300,128,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/DsifxtPBB3d3JfLWg3CPfuGQ75sxnxDyFv-5ZgLL_4o/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9mNzI3/NjQyZDliYTIxZDdl/YTRlOTVjYTI5Zjk5/ZjUyYy5wbmc.jpg
Bronson Walker,Tackling the Case of Austin's Rainey St. Ripper | <3 #127 CHATGPT,https://share.transistor.fm/s/92892dab,"Fri, 20 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>Chat is a bit shy on the subject early on but by the time we switch into ""senior detective writing reports &amp; teaching the rookie"" mode, the world opens wide up. </p>
      ","Chat is a bit shy on the subject early on but by the time we switch into ""senior detective writing reports & teaching the rookie"" mode, the world opens wide up.",https://media.transistor.fm/92892dab/db257c81.mp3,182794165,audio/mpeg,"
        <p>Chat is a bit shy on the subject early on but by the time we switch into ""senior detective writing reports &amp; teaching the rookie"" mode, the world opens wide up. </p>
      ","Chat is a bit shy on the subject early on but by the time we switch into ""senior detective writing reports & teaching the rookie"" mode, the world opens wide up.",7d20b287-6972-4a0d-8b08-2f091a9c80b7,2025-06-20T09:00:00.000Z,Bronson Walker,"
        <p>Chat is a bit shy on the subject early on but by the time we switch into ""senior detective writing reports &amp; teaching the rookie"" mode, the world opens wide up. </p>
      ",Yes,5710,127,"rainey street ripper, austin texas true crime, unexplained drownings, creepy austin stories, speculative crime podcast, fictional true crime, eerie podcast, austin urban legend, serial killer rumors, mysterious deaths podcast",full,https://img.transistor.fm/1n9H4i4AITcqbwW4rf5lfWoQtzUkk9ZSuNwgorOiHBg/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS84ODFh/NTQ1NWY1YTUwYTE1/MjZjYWMyYTFiOTJk/MWVmZS5wbmc.jpg
Bronson Walker,We Step Into The Shoes of Wild Animals | <3 #126 GROK,https://share.transistor.fm/s/dac49928,"Thu, 19 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>Grok storyteller mode does a beautiful job at putting us in the mind of a squirrel passing unscathed under a car on a country road, a dog in the starting gates of a big race, a momma raccoon escaping a blizzard with her kits &amp; much more. </p>
      ","Grok storyteller mode does a beautiful job at putting us in the mind of a squirrel passing unscathed under a car on a country road, a dog in the starting gates of a big race, a momma raccoon escaping a blizzard with her kits & much more.",https://media.transistor.fm/dac49928/32be7907.mp3,42459998,audio/mpeg,"
        <p>Grok storyteller mode does a beautiful job at putting us in the mind of a squirrel passing unscathed under a car on a country road, a dog in the starting gates of a big race, a momma raccoon escaping a blizzard with her kits &amp; much more. </p>
      ","Grok storyteller mode does a beautiful job at putting us in the mind of a squirrel passing unscathed under a car on a country road, a dog in the starting gates of a big race, a momma raccoon escaping a blizzard with her kits & much more.",c0070e62-d299-44e8-bcf7-75d5f94b941b,2025-06-19T09:00:00.000Z,Bronson Walker,"
        <p>Grok storyteller mode does a beautiful job at putting us in the mind of a squirrel passing unscathed under a car on a country road, a dog in the starting gates of a big race, a momma raccoon escaping a blizzard with her kits &amp; much more. </p>
      ",No,2649,126,"animal perspective, first person stories, immersive fiction, creative writing, talking animals, wildlife narration, animal monologue, nature storytelling, character voices, dramatic reading",full,https://img.transistor.fm/F1-V96a0gq8qPvM3oz8qUeYbgeTQRSDK7ssllIScZWM/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS8xNWU4/YWE0ZTBmMjcxYzNh/OTg2NWI0NjE1MjY0/MWU0ZS5wbmc.jpg
Bronson Walker,We Lay The Foundation for a Sinister Plot | <3 #125 CHATGPT,https://share.transistor.fm/s/2c390f72,"Wed, 18 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>The single father of two, who we've dubbed Adrian, gets pulled into a sinister plot via a seemingly benign job opportunity. </p>
      ","The single father of two, who we've dubbed Adrian, gets pulled into a sinister plot via a seemingly benign job opportunity.",https://media.transistor.fm/2c390f72/62fdc417.mp3,45868879,audio/mpeg,"
        <p>The single father of two, who we've dubbed Adrian, gets pulled into a sinister plot via a seemingly benign job opportunity. </p>
      ","The single father of two, who we've dubbed Adrian, gets pulled into a sinister plot via a seemingly benign job opportunity.",a70d8eae-986b-4d48-8afc-36b1c7f9a5a2,2025-06-18T09:00:00.000Z,Bronson Walker,"
        <p>The single father of two, who we've dubbed Adrian, gets pulled into a sinister plot via a seemingly benign job opportunity. </p>
      ",Yes,2862,125,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/usWH-y3K-fIAvnfSrj84SMkBwzczMAQDypiuOhnwRxo/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS83ZTky/N2JmM2QxMjM2NDdm/NWE1MGQ4YzQ5MzJh/YzllNi5wbmc.jpg
Bronson Walker,Grok is Not Good at Impressions | <3 #124 GROK,https://share.transistor.fm/s/1d4fad9e,"Tue, 17 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>It did an ok Obama the first time. We also learn about Karen Marjorie &amp; how AI cloning can get real, really fast. </p>
      ","It did an ok Obama the first time. We also learn about Karen Marjorie & how AI cloning can get real, really fast.",https://media.transistor.fm/1d4fad9e/d8f96388.mp3,42690715,audio/mpeg,"
        <p>It did an ok Obama the first time. We also learn about Karen Marjorie &amp; how AI cloning can get real, really fast. </p>
      ","It did an ok Obama the first time. We also learn about Karen Marjorie & how AI cloning can get real, really fast.",8162f601-f95d-4971-a0cb-ac1213891960,2025-06-17T09:00:00.000Z,Bronson Walker,"
        <p>It did an ok Obama the first time. We also learn about Karen Marjorie &amp; how AI cloning can get real, really fast. </p>
      ",Yes,2664,124,"obama, arnold, chrostopher walken",full,https://img.transistor.fm/__uYrNVgnXks43C_YMzCnZuqKOGUMqIYgxn7hjpXyks/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS8xYzJk/NTQ2NmJiM2JmYjk2/ZDQ3YTVlNjM4MjEz/MjQ2ZC5wbmc.jpg
Bronson Walker,Chat Takes Us Back to the Time of the Incans | <3 #123 CHATGPT,https://share.transistor.fm/s/5183d809,"Mon, 16 Jun 2025 05:00:00 -0400",Bronson Walker,"
        <p>They had (and still have i guess) coastal deserts and tiered farms that utilize the microclimates of a swift elevation change. They built advanced infrastructure. A rope that kept records. And much more. </p>
      ",They had (and still have i guess) coastal deserts and tiered farms that utilize the microclimates of a swift elevation change. They built advanced infrastructure. A rope that kept records. And much more.,https://media.transistor.fm/5183d809/6ac939e4.mp3,54088050,audio/mpeg,"
        <p>They had (and still have i guess) coastal deserts and tiered farms that utilize the microclimates of a swift elevation change. They built advanced infrastructure. A rope that kept records. And much more. </p>
      ",They had (and still have i guess) coastal deserts and tiered farms that utilize the microclimates of a swift elevation change. They built advanced infrastructure. A rope that kept records. And much more.,d70e4a17-ac00-4820-a700-a7753f3402cb,2025-06-16T09:00:00.000Z,Bronson Walker,"
        <p>They had (and still have i guess) coastal deserts and tiered farms that utilize the microclimates of a swift elevation change. They built advanced infrastructure. A rope that kept records. And much more. </p>
      ",No,3376,123,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/7-YT0q8l8RQpXpjekzYqHuJhHb79GzE-sxLXFXFZ87E/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS82YTM0/N2RiMGE4NTU0OTll/ZmEwZTA2NGQyYzVm/ZDRhOC5wbmc.jpg
